CODGEO;LIBGEO;DCLT;L_DCLT;NBFLUX_C14_ACTOCC15P;DEPT_i;DEPT_j;EPT_i;LIBEPT_i;EPT_j;LIBEPT_j
91027;Athis-Mons;75112;Paris 12e  Arrondissement;334;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91027;Athis-Mons;75113;Paris 13e  Arrondissement;270;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91027;Athis-Mons;75114;Paris 14e  Arrondissement;160;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91027;Athis-Mons;75115;Paris 15e  Arrondissement;346;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91027;Athis-Mons;75116;Paris 16e  Arrondissement;170;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91027;Athis-Mons;75117;Paris 17e  Arrondissement;129;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91027;Athis-Mons;91326;Juvisy-sur-Orge;308;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91027;Athis-Mons;91432;Morangis;255;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91027;Athis-Mons;91479;Paray-Vieille-Poste;155;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91027;Athis-Mons;91687;Viry-Châtillon;160;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91027;Athis-Mons;92002;Antony;184;91;92;T12;Val de Bievres - Seine Amond - Grand Orly;T2;Sud Hauts-de-Seine
91027;Athis-Mons;94022;Choisy-le-Roi;107;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91027;Athis-Mons;94028;Créteil;120;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T11;Plaine Centrale - Haut Val-de-Marne - Plateau Briard
91027;Athis-Mons;94041;Ivry-sur-Seine;130;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91027;Athis-Mons;94054;Orly;867;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91027;Athis-Mons;94065;Rungis;434;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91027;Athis-Mons;94073;Thiais;206;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91027;Athis-Mons;94076;Villejuif;216;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91027;Athis-Mons;94077;Villeneuve-le-Roi;154;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91027;Athis-Mons;94081;Vitry-sur-Seine;150;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91326;Juvisy-sur-Orge;75107;Paris 7e  Arrondissement;117;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91326;Juvisy-sur-Orge;75108;Paris 8e  Arrondissement;152;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91326;Juvisy-sur-Orge;75109;Paris 9e  Arrondissement;147;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91326;Juvisy-sur-Orge;75112;Paris 12e  Arrondissement;177;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91326;Juvisy-sur-Orge;75113;Paris 13e  Arrondissement;257;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91326;Juvisy-sur-Orge;75114;Paris 14e  Arrondissement;117;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91326;Juvisy-sur-Orge;75115;Paris 15e  Arrondissement;180;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91326;Juvisy-sur-Orge;75116;Paris 16e  Arrondissement;140;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91326;Juvisy-sur-Orge;91027;Athis-Mons;294;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91326;Juvisy-sur-Orge;91589;Savigny-sur-Orge;118;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91326;Juvisy-sur-Orge;91687;Viry-Châtillon;118;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91326;Juvisy-sur-Orge;92026;Courbevoie;102;91;92;T12;Val de Bievres - Seine Amond - Grand Orly;T4;La Defense
91326;Juvisy-sur-Orge;94054;Orly;303;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91326;Juvisy-sur-Orge;94065;Rungis;150;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91432;Morangis;91027;Athis-Mons;113;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91432;Morangis;92002;Antony;115;91;92;T12;Val de Bievres - Seine Amond - Grand Orly;T2;Sud Hauts-de-Seine
91432;Morangis;94054;Orly;135;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91432;Morangis;94065;Rungis;171;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91479;Paray-Vieille-Poste;91027;Athis-Mons;215;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91479;Paray-Vieille-Poste;94054;Orly;250;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91479;Paray-Vieille-Poste;94065;Rungis;121;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91589;Savigny-sur-Orge;75101;Paris 1er Arrondissement;144;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75102;Paris 2e  Arrondissement;112;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75105;Paris 5e  Arrondissement;117;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75106;Paris 6e  Arrondissement;116;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75107;Paris 7e  Arrondissement;153;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75108;Paris 8e  Arrondissement;258;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75109;Paris 9e  Arrondissement;216;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75110;Paris 10e  Arrondissement;124;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75111;Paris 11e  Arrondissement;106;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75112;Paris 12e  Arrondissement;304;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75113;Paris 13e  Arrondissement;511;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75114;Paris 14e  Arrondissement;257;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75115;Paris 15e  Arrondissement;392;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75116;Paris 16e  Arrondissement;154;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75117;Paris 17e  Arrondissement;141;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;75119;Paris 19e  Arrondissement;108;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91589;Savigny-sur-Orge;91027;Athis-Mons;385;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91589;Savigny-sur-Orge;91326;Juvisy-sur-Orge;270;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91589;Savigny-sur-Orge;91432;Morangis;318;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91589;Savigny-sur-Orge;91479;Paray-Vieille-Poste;110;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91589;Savigny-sur-Orge;91687;Viry-Châtillon;260;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91589;Savigny-sur-Orge;92002;Antony;148;91;92;T12;Val de Bievres - Seine Amond - Grand Orly;T2;Sud Hauts-de-Seine
91589;Savigny-sur-Orge;92012;Boulogne-Billancourt;114;91;92;T12;Val de Bievres - Seine Amond - Grand Orly;T3;Grand Paris Sud Ouest
91589;Savigny-sur-Orge;92040;Issy-les-Moulineaux;106;91;92;T12;Val de Bievres - Seine Amond - Grand Orly;T3;Grand Paris Sud Ouest
91589;Savigny-sur-Orge;92062;Puteaux;110;91;92;T12;Val de Bievres - Seine Amond - Grand Orly;T4;La Defense
91589;Savigny-sur-Orge;94041;Ivry-sur-Seine;133;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91589;Savigny-sur-Orge;94054;Orly;518;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91589;Savigny-sur-Orge;94065;Rungis;346;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91589;Savigny-sur-Orge;94073;Thiais;142;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91589;Savigny-sur-Orge;94076;Villejuif;195;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91589;Savigny-sur-Orge;94081;Vitry-sur-Seine;174;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91687;Viry-Châtillon;75104;Paris 4e  Arrondissement;145;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;75105;Paris 5e  Arrondissement;134;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;75107;Paris 7e  Arrondissement;134;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;75108;Paris 8e  Arrondissement;239;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;75109;Paris 9e  Arrondissement;139;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;75110;Paris 10e  Arrondissement;115;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;75112;Paris 12e  Arrondissement;225;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;75113;Paris 13e  Arrondissement;288;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;75114;Paris 14e  Arrondissement;156;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;75115;Paris 15e  Arrondissement;293;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;75116;Paris 16e  Arrondissement;115;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;75117;Paris 17e  Arrondissement;125;91;75;T12;Val de Bievres - Seine Amond - Grand Orly;T1;Paris
91687;Viry-Châtillon;91027;Athis-Mons;284;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91687;Viry-Châtillon;91326;Juvisy-sur-Orge;215;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91687;Viry-Châtillon;91432;Morangis;118;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91687;Viry-Châtillon;91589;Savigny-sur-Orge;256;91;91;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91687;Viry-Châtillon;94041;Ivry-sur-Seine;101;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91687;Viry-Châtillon;94054;Orly;418;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91687;Viry-Châtillon;94065;Rungis;190;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
91687;Viry-Châtillon;94081;Vitry-sur-Seine;101;91;94;T12;Val de Bievres - Seine Amond - Grand Orly;T12;Val de Bievres - Seine Amond - Grand Orly
92002;Antony;75101;Paris 1er Arrondissement;246;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75102;Paris 2e  Arrondissement;231;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75104;Paris 4e  Arrondissement;159;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75105;Paris 5e  Arrondissement;334;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75106;Paris 6e  Arrondissement;238;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75107;Paris 7e  Arrondissement;301;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75108;Paris 8e  Arrondissement;610;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75109;Paris 9e  Arrondissement;383;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75110;Paris 10e  Arrondissement;236;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75111;Paris 11e  Arrondissement;218;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75112;Paris 12e  Arrondissement;369;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75113;Paris 13e  Arrondissement;566;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75114;Paris 14e  Arrondissement;643;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75115;Paris 15e  Arrondissement;811;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75116;Paris 16e  Arrondissement;395;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75117;Paris 17e  Arrondissement;235;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75118;Paris 18e  Arrondissement;127;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75119;Paris 19e  Arrondissement;178;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;75120;Paris 20e  Arrondissement;142;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92002;Antony;92007;Bagneux;247;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92002;Antony;92012;Boulogne-Billancourt;358;92;92;T2;Sud Hauts-de-Seine;T3;Grand Paris Sud Ouest
92002;Antony;92014;Bourg-la-Reine;329;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92002;Antony;92019;Châtenay-Malabry;436;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92002;Antony;92020;Châtillon;206;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92002;Antony;92023;Clamart;308;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92002;Antony;92024;Clichy;114;92;92;T2;Sud Hauts-de-Seine;T5;Boucle Nord 92
92002;Antony;92026;Courbevoie;322;92;92;T2;Sud Hauts-de-Seine;T4;La Defense
92002;Antony;92032;Fontenay-aux-Roses;289;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92002;Antony;92040;Issy-les-Moulineaux;309;92;92;T2;Sud Hauts-de-Seine;T3;Grand Paris Sud Ouest
92002;Antony;92044;Levallois-Perret;139;92;92;T2;Sud Hauts-de-Seine;T4;La Defense
92002;Antony;92046;Malakoff;128;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92002;Antony;92048;Meudon;203;92;92;T2;Sud Hauts-de-Seine;T3;Grand Paris Sud Ouest
92002;Antony;92049;Montrouge;336;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92002;Antony;92050;Nanterre;260;92;92;T2;Sud Hauts-de-Seine;T4;La Defense
92002;Antony;92051;Neuilly-sur-Seine;134;92;92;T2;Sud Hauts-de-Seine;T4;La Defense
92002;Antony;92060;Le Plessis-Robinson;327;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92002;Antony;92062;Puteaux;269;92;92;T2;Sud Hauts-de-Seine;T4;La Defense
92002;Antony;92063;Rueil-Malmaison;131;92;92;T2;Sud Hauts-de-Seine;T4;La Defense
92002;Antony;92071;Sceaux;282;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92002;Antony;92073;Suresnes;112;92;92;T2;Sud Hauts-de-Seine;T4;La Defense
92002;Antony;93066;Saint-Denis;224;92;93;T2;Sud Hauts-de-Seine;T6;Plaine Commune
92002;Antony;94003;Arcueil;280;92;94;T2;Sud Hauts-de-Seine;T12;Val de Bievres - Seine Amond - Grand Orly
92002;Antony;94016;Cachan;138;92;94;T2;Sud Hauts-de-Seine;T12;Val de Bievres - Seine Amond - Grand Orly
92002;Antony;94021;Chevilly-Larue;127;92;94;T2;Sud Hauts-de-Seine;T12;Val de Bievres - Seine Amond - Grand Orly
92002;Antony;94028;Créteil;165;92;94;T2;Sud Hauts-de-Seine;T11;Plaine Centrale - Haut Val-de-Marne - Plateau Briard
92002;Antony;94034;Fresnes;210;92;94;T2;Sud Hauts-de-Seine;T12;Val de Bievres - Seine Amond - Grand Orly
92002;Antony;94037;Gentilly;127;92;94;T2;Sud Hauts-de-Seine;T12;Val de Bievres - Seine Amond - Grand Orly
92002;Antony;94041;Ivry-sur-Seine;180;92;94;T2;Sud Hauts-de-Seine;T12;Val de Bievres - Seine Amond - Grand Orly
92002;Antony;94043;Le Kremlin-Bicêtre;121;92;94;T2;Sud Hauts-de-Seine;T12;Val de Bievres - Seine Amond - Grand Orly
92002;Antony;94054;Orly;194;92;94;T2;Sud Hauts-de-Seine;T12;Val de Bievres - Seine Amond - Grand Orly
92002;Antony;94065;Rungis;470;92;94;T2;Sud Hauts-de-Seine;T12;Val de Bievres - Seine Amond - Grand Orly
92002;Antony;94076;Villejuif;213;92;94;T2;Sud Hauts-de-Seine;T12;Val de Bievres - Seine Amond - Grand Orly
92002;Antony;94081;Vitry-sur-Seine;153;92;94;T2;Sud Hauts-de-Seine;T12;Val de Bievres - Seine Amond - Grand Orly
92004;Asnières-sur-Seine;75101;Paris 1er Arrondissement;594;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75102;Paris 2e  Arrondissement;555;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75103;Paris 3e  Arrondissement;177;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75104;Paris 4e  Arrondissement;217;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75105;Paris 5e  Arrondissement;275;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75106;Paris 6e  Arrondissement;375;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75107;Paris 7e  Arrondissement;476;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75108;Paris 8e  Arrondissement;2280;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75109;Paris 9e  Arrondissement;1347;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75110;Paris 10e  Arrondissement;564;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75111;Paris 11e  Arrondissement;334;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75112;Paris 12e  Arrondissement;561;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75113;Paris 13e  Arrondissement;518;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75114;Paris 14e  Arrondissement;394;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75115;Paris 15e  Arrondissement;907;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75116;Paris 16e  Arrondissement;860;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75117;Paris 17e  Arrondissement;1432;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75118;Paris 18e  Arrondissement;639;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75119;Paris 19e  Arrondissement;480;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;75120;Paris 20e  Arrondissement;279;92;75;T5;Boucle Nord 92;T1;Paris
92004;Asnières-sur-Seine;92009;Bois-Colombes;518;92;92;T5;Boucle Nord 92;T5;Boucle Nord 92
92004;Asnières-sur-Seine;92012;Boulogne-Billancourt;761;92;92;T5;Boucle Nord 92;T3;Grand Paris Sud Ouest
92004;Asnières-sur-Seine;92024;Clichy;1104;92;92;T5;Boucle Nord 92;T5;Boucle Nord 92
92004;Asnières-sur-Seine;92025;Colombes;866;92;92;T5;Boucle Nord 92;T5;Boucle Nord 92
92004;Asnières-sur-Seine;92026;Courbevoie;1775;92;92;T5;Boucle Nord 92;T4;La Defense
92004;Asnières-sur-Seine;92035;La Garenne-Colombes;242;92;92;T5;Boucle Nord 92;T4;La Defense
92004;Asnières-sur-Seine;92036;Gennevilliers;1243;92;92;T5;Boucle Nord 92;T5;Boucle Nord 92
92004;Asnières-sur-Seine;92040;Issy-les-Moulineaux;489;92;92;T5;Boucle Nord 92;T3;Grand Paris Sud Ouest
92004;Asnières-sur-Seine;92044;Levallois-Perret;1672;92;92;T5;Boucle Nord 92;T4;La Defense
92004;Asnières-sur-Seine;92046;Malakoff;116;92;92;T5;Boucle Nord 92;T2;Sud Hauts-de-Seine
92004;Asnières-sur-Seine;92049;Montrouge;149;92;92;T5;Boucle Nord 92;T2;Sud Hauts-de-Seine
92004;Asnières-sur-Seine;92050;Nanterre;1116;92;92;T5;Boucle Nord 92;T4;La Defense
92004;Asnières-sur-Seine;92051;Neuilly-sur-Seine;724;92;92;T5;Boucle Nord 92;T4;La Defense
92004;Asnières-sur-Seine;92062;Puteaux;1202;92;92;T5;Boucle Nord 92;T4;La Defense
92004;Asnières-sur-Seine;92063;Rueil-Malmaison;390;92;92;T5;Boucle Nord 92;T4;La Defense
92004;Asnières-sur-Seine;92064;Saint-Cloud;169;92;92;T5;Boucle Nord 92;T4;La Defense
92004;Asnières-sur-Seine;92073;Suresnes;411;92;92;T5;Boucle Nord 92;T4;La Defense
92004;Asnières-sur-Seine;92078;Villeneuve-la-Garenne;254;92;92;T5;Boucle Nord 92;T5;Boucle Nord 92
92004;Asnières-sur-Seine;93001;Aubervilliers;155;92;93;T5;Boucle Nord 92;T6;Plaine Commune
92004;Asnières-sur-Seine;93048;Montreuil;173;92;93;T5;Boucle Nord 92;T8;Est Ensemble
92004;Asnières-sur-Seine;93055;Pantin;165;92;93;T5;Boucle Nord 92;T8;Est Ensemble
92004;Asnières-sur-Seine;93066;Saint-Denis;767;92;93;T5;Boucle Nord 92;T6;Plaine Commune
92004;Asnières-sur-Seine;93070;Saint-Ouen;572;92;93;T5;Boucle Nord 92;T6;Plaine Commune
92004;Asnières-sur-Seine;94041;Ivry-sur-Seine;103;92;94;T5;Boucle Nord 92;T12;Val de Bievres - Seine Amond - Grand Orly
92004;Asnières-sur-Seine;95018;Argenteuil;374;92;95;T5;Boucle Nord 92;T5;Boucle Nord 92
92007;Bagneux;75101;Paris 1er Arrondissement;117;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75102;Paris 2e  Arrondissement;121;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75104;Paris 4e  Arrondissement;109;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75105;Paris 5e  Arrondissement;178;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75106;Paris 6e  Arrondissement;170;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75107;Paris 7e  Arrondissement;261;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75108;Paris 8e  Arrondissement;355;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75109;Paris 9e  Arrondissement;217;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75110;Paris 10e  Arrondissement;135;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75111;Paris 11e  Arrondissement;101;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75112;Paris 12e  Arrondissement;273;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75113;Paris 13e  Arrondissement;390;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75114;Paris 14e  Arrondissement;677;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75115;Paris 15e  Arrondissement;715;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75116;Paris 16e  Arrondissement;299;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75117;Paris 17e  Arrondissement;173;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;75119;Paris 19e  Arrondissement;118;92;75;T2;Sud Hauts-de-Seine;T1;Paris
92007;Bagneux;92002;Antony;249;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92007;Bagneux;92012;Boulogne-Billancourt;317;92;92;T2;Sud Hauts-de-Seine;T3;Grand Paris Sud Ouest
92007;Bagneux;92014;Bourg-la-Reine;196;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92007;Bagneux;92019;Châtenay-Malabry;116;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92007;Bagneux;92020;Châtillon;340;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92007;Bagneux;92023;Clamart;248;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
92007;Bagneux;92026;Courbevoie;119;92;92;T2;Sud Hauts-de-Seine;T4;La Defense
92007;Bagneux;92032;Fontenay-aux-Roses;238;92;92;T2;Sud Hauts-de-Seine;T2;Sud Hauts-de-Seine
