CODGEO;LIBGEO;DCLT;L_DCLT;NBFLUX_C14_ACTOCC15P;DEPT_i;DEPT_j;EPT_i;LIBEPT_i;EPT_j;LIBEPT_j
75101;Paris 1er Arrondissement;75102;Paris 2e  Arrondissement;247;75;75;T1;Paris;T1;Paris
75101;Paris 1er Arrondissement;75105;Paris 5e  Arrondissement;104;75;75;T1;Paris;T1;Paris
75101;Paris 1er Arrondissement;75108;Paris 8e  Arrondissement;426;75;75;T1;Paris;T1;Paris
75101;Paris 1er Arrondissement;75109;Paris 9e  Arrondissement;263;75;75;T1;Paris;T1;Paris
75101;Paris 1er Arrondissement;75112;Paris 12e  Arrondissement;123;75;75;T1;Paris;T1;Paris
75101;Paris 1er Arrondissement;75113;Paris 13e  Arrondissement;139;75;75;T1;Paris;T1;Paris
75101;Paris 1er Arrondissement;75115;Paris 15e  Arrondissement;134;75;75;T1;Paris;T1;Paris
75101;Paris 1er Arrondissement;75116;Paris 16e  Arrondissement;123;75;75;T1;Paris;T1;Paris
75101;Paris 1er Arrondissement;92012;Boulogne-Billancourt;128;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75101;Paris 1er Arrondissement;92026;Courbevoie;139;75;92;T1;Paris;T4;La Defense
75101;Paris 1er Arrondissement;92044;Levallois-Perret;101;75;92;T1;Paris;T4;La Defense
75101;Paris 1er Arrondissement;92062;Puteaux;190;75;92;T1;Paris;T4;La Defense
75101;Paris 1er Arrondissement;93066;Saint-Denis;156;75;93;T1;Paris;T6;Plaine Commune
75102;Paris 2e  Arrondissement;75101;Paris 1er Arrondissement;286;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75103;Paris 3e  Arrondissement;115;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75106;Paris 6e  Arrondissement;122;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75107;Paris 7e  Arrondissement;170;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75108;Paris 8e  Arrondissement;593;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75109;Paris 9e  Arrondissement;382;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75110;Paris 10e  Arrondissement;131;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75111;Paris 11e  Arrondissement;107;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75112;Paris 12e  Arrondissement;149;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75113;Paris 13e  Arrondissement;122;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75114;Paris 14e  Arrondissement;105;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75115;Paris 15e  Arrondissement;207;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75116;Paris 16e  Arrondissement;233;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75117;Paris 17e  Arrondissement;156;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;75119;Paris 19e  Arrondissement;117;75;75;T1;Paris;T1;Paris
75102;Paris 2e  Arrondissement;92012;Boulogne-Billancourt;306;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75102;Paris 2e  Arrondissement;92026;Courbevoie;271;75;92;T1;Paris;T4;La Defense
75102;Paris 2e  Arrondissement;92040;Issy-les-Moulineaux;150;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75102;Paris 2e  Arrondissement;92044;Levallois-Perret;176;75;92;T1;Paris;T4;La Defense
75102;Paris 2e  Arrondissement;92051;Neuilly-sur-Seine;105;75;92;T1;Paris;T4;La Defense
75102;Paris 2e  Arrondissement;92062;Puteaux;249;75;92;T1;Paris;T4;La Defense
75102;Paris 2e  Arrondissement;92073;Suresnes;104;75;92;T1;Paris;T4;La Defense
75102;Paris 2e  Arrondissement;93066;Saint-Denis;131;75;93;T1;Paris;T6;Plaine Commune
75103;Paris 3e  Arrondissement;75101;Paris 1er Arrondissement;379;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75102;Paris 2e  Arrondissement;410;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75104;Paris 4e  Arrondissement;224;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75105;Paris 5e  Arrondissement;231;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75106;Paris 6e  Arrondissement;159;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75107;Paris 7e  Arrondissement;251;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75108;Paris 8e  Arrondissement;906;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75109;Paris 9e  Arrondissement;452;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75110;Paris 10e  Arrondissement;326;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75111;Paris 11e  Arrondissement;316;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75112;Paris 12e  Arrondissement;266;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75113;Paris 13e  Arrondissement;322;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75114;Paris 14e  Arrondissement;172;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75115;Paris 15e  Arrondissement;319;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75116;Paris 16e  Arrondissement;330;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75117;Paris 17e  Arrondissement;298;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75118;Paris 18e  Arrondissement;140;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75119;Paris 19e  Arrondissement;212;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;75120;Paris 20e  Arrondissement;129;75;75;T1;Paris;T1;Paris
75103;Paris 3e  Arrondissement;92012;Boulogne-Billancourt;375;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75103;Paris 3e  Arrondissement;92024;Clichy;127;75;92;T1;Paris;T5;Boucle Nord 92
75103;Paris 3e  Arrondissement;92026;Courbevoie;336;75;92;T1;Paris;T4;La Defense
75103;Paris 3e  Arrondissement;92040;Issy-les-Moulineaux;204;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75103;Paris 3e  Arrondissement;92044;Levallois-Perret;218;75;92;T1;Paris;T4;La Defense
75103;Paris 3e  Arrondissement;92050;Nanterre;168;75;92;T1;Paris;T4;La Defense
75103;Paris 3e  Arrondissement;92051;Neuilly-sur-Seine;225;75;92;T1;Paris;T4;La Defense
75103;Paris 3e  Arrondissement;92062;Puteaux;326;75;92;T1;Paris;T4;La Defense
75103;Paris 3e  Arrondissement;93048;Montreuil;105;75;93;T1;Paris;T8;Est Ensemble
75103;Paris 3e  Arrondissement;93066;Saint-Denis;190;75;93;T1;Paris;T6;Plaine Commune
75104;Paris 4e  Arrondissement;75101;Paris 1er Arrondissement;232;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75102;Paris 2e  Arrondissement;207;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75103;Paris 3e  Arrondissement;183;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75105;Paris 5e  Arrondissement;194;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75106;Paris 6e  Arrondissement;115;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75107;Paris 7e  Arrondissement;163;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75108;Paris 8e  Arrondissement;553;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75109;Paris 9e  Arrondissement;220;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75110;Paris 10e  Arrondissement;145;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75111;Paris 11e  Arrondissement;166;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75112;Paris 12e  Arrondissement;200;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75113;Paris 13e  Arrondissement;179;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75114;Paris 14e  Arrondissement;135;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75115;Paris 15e  Arrondissement;221;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75116;Paris 16e  Arrondissement;198;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75117;Paris 17e  Arrondissement;160;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;75119;Paris 19e  Arrondissement;104;75;75;T1;Paris;T1;Paris
75104;Paris 4e  Arrondissement;92012;Boulogne-Billancourt;234;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75104;Paris 4e  Arrondissement;92026;Courbevoie;231;75;92;T1;Paris;T4;La Defense
75104;Paris 4e  Arrondissement;92040;Issy-les-Moulineaux;136;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75104;Paris 4e  Arrondissement;92044;Levallois-Perret;125;75;92;T1;Paris;T4;La Defense
75104;Paris 4e  Arrondissement;92051;Neuilly-sur-Seine;183;75;92;T1;Paris;T4;La Defense
75104;Paris 4e  Arrondissement;92062;Puteaux;225;75;92;T1;Paris;T4;La Defense
75104;Paris 4e  Arrondissement;93066;Saint-Denis;124;75;93;T1;Paris;T6;Plaine Commune
75105;Paris 5e  Arrondissement;75101;Paris 1er Arrondissement;356;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75102;Paris 2e  Arrondissement;333;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75103;Paris 3e  Arrondissement;160;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75104;Paris 4e  Arrondissement;264;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75106;Paris 6e  Arrondissement;463;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75107;Paris 7e  Arrondissement;435;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75108;Paris 8e  Arrondissement;900;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75109;Paris 9e  Arrondissement;493;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75110;Paris 10e  Arrondissement;348;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75111;Paris 11e  Arrondissement;228;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75112;Paris 12e  Arrondissement;409;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75113;Paris 13e  Arrondissement;760;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75114;Paris 14e  Arrondissement;443;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75115;Paris 15e  Arrondissement;561;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75116;Paris 16e  Arrondissement;429;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75117;Paris 17e  Arrondissement;285;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75118;Paris 18e  Arrondissement;152;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75119;Paris 19e  Arrondissement;117;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;75120;Paris 20e  Arrondissement;162;75;75;T1;Paris;T1;Paris
75105;Paris 5e  Arrondissement;92012;Boulogne-Billancourt;375;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75105;Paris 5e  Arrondissement;92026;Courbevoie;488;75;92;T1;Paris;T4;La Defense
75105;Paris 5e  Arrondissement;92040;Issy-les-Moulineaux;294;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75105;Paris 5e  Arrondissement;92044;Levallois-Perret;219;75;92;T1;Paris;T4;La Defense
75105;Paris 5e  Arrondissement;92049;Montrouge;171;75;92;T1;Paris;T2;Sud Hauts-de-Seine
75105;Paris 5e  Arrondissement;92050;Nanterre;261;75;92;T1;Paris;T4;La Defense
75105;Paris 5e  Arrondissement;92051;Neuilly-sur-Seine;266;75;92;T1;Paris;T4;La Defense
75105;Paris 5e  Arrondissement;92062;Puteaux;432;75;92;T1;Paris;T4;La Defense
75105;Paris 5e  Arrondissement;92063;Rueil-Malmaison;108;75;92;T1;Paris;T4;La Defense
75105;Paris 5e  Arrondissement;93048;Montreuil;126;75;93;T1;Paris;T8;Est Ensemble
75105;Paris 5e  Arrondissement;93066;Saint-Denis;306;75;93;T1;Paris;T6;Plaine Commune
75105;Paris 5e  Arrondissement;93070;Saint-Ouen;112;75;93;T1;Paris;T6;Plaine Commune
75105;Paris 5e  Arrondissement;94028;Créteil;119;75;94;T1;Paris;T11;Plaine Centrale - Haut Val-de-Marne - Plateau Briard
75105;Paris 5e  Arrondissement;94041;Ivry-sur-Seine;176;75;94;T1;Paris;T12;Val de Bievres - Seine Amond - Grand Orly
75105;Paris 5e  Arrondissement;94076;Villejuif;143;75;94;T1;Paris;T12;Val de Bievres - Seine Amond - Grand Orly
75106;Paris 6e  Arrondissement;75101;Paris 1er Arrondissement;314;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75102;Paris 2e  Arrondissement;236;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75103;Paris 3e  Arrondissement;106;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75105;Paris 5e  Arrondissement;334;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75107;Paris 7e  Arrondissement;393;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75108;Paris 8e  Arrondissement;922;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75109;Paris 9e  Arrondissement;466;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75110;Paris 10e  Arrondissement;182;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75111;Paris 11e  Arrondissement;118;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75112;Paris 12e  Arrondissement;212;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75113;Paris 13e  Arrondissement;385;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75114;Paris 14e  Arrondissement;316;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75115;Paris 15e  Arrondissement;492;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75116;Paris 16e  Arrondissement;402;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75117;Paris 17e  Arrondissement;180;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;75118;Paris 18e  Arrondissement;111;75;75;T1;Paris;T1;Paris
75106;Paris 6e  Arrondissement;92012;Boulogne-Billancourt;284;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75106;Paris 6e  Arrondissement;92024;Clichy;105;75;92;T1;Paris;T5;Boucle Nord 92
75106;Paris 6e  Arrondissement;92026;Courbevoie;323;75;92;T1;Paris;T4;La Defense
75106;Paris 6e  Arrondissement;92040;Issy-les-Moulineaux;213;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75106;Paris 6e  Arrondissement;92044;Levallois-Perret;173;75;92;T1;Paris;T4;La Defense
75106;Paris 6e  Arrondissement;92050;Nanterre;135;75;92;T1;Paris;T4;La Defense
75106;Paris 6e  Arrondissement;92051;Neuilly-sur-Seine;219;75;92;T1;Paris;T4;La Defense
75106;Paris 6e  Arrondissement;92062;Puteaux;258;75;92;T1;Paris;T4;La Defense
75106;Paris 6e  Arrondissement;93066;Saint-Denis;160;75;93;T1;Paris;T6;Plaine Commune
75107;Paris 7e  Arrondissement;75101;Paris 1er Arrondissement;383;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75102;Paris 2e  Arrondissement;403;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75105;Paris 5e  Arrondissement;239;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75106;Paris 6e  Arrondissement;314;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75108;Paris 8e  Arrondissement;1749;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75109;Paris 9e  Arrondissement;587;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75110;Paris 10e  Arrondissement;149;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75111;Paris 11e  Arrondissement;207;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75112;Paris 12e  Arrondissement;221;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75113;Paris 13e  Arrondissement;312;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75114;Paris 14e  Arrondissement;214;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75115;Paris 15e  Arrondissement;696;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75116;Paris 16e  Arrondissement;659;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75117;Paris 17e  Arrondissement;319;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;75118;Paris 18e  Arrondissement;110;75;75;T1;Paris;T1;Paris
75107;Paris 7e  Arrondissement;92012;Boulogne-Billancourt;486;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75107;Paris 7e  Arrondissement;92024;Clichy;141;75;92;T1;Paris;T5;Boucle Nord 92
75107;Paris 7e  Arrondissement;92026;Courbevoie;586;75;92;T1;Paris;T4;La Defense
75107;Paris 7e  Arrondissement;92040;Issy-les-Moulineaux;332;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75107;Paris 7e  Arrondissement;92044;Levallois-Perret;223;75;92;T1;Paris;T4;La Defense
75107;Paris 7e  Arrondissement;92049;Montrouge;130;75;92;T1;Paris;T2;Sud Hauts-de-Seine
75107;Paris 7e  Arrondissement;92050;Nanterre;198;75;92;T1;Paris;T4;La Defense
75107;Paris 7e  Arrondissement;92051;Neuilly-sur-Seine;391;75;92;T1;Paris;T4;La Defense
75107;Paris 7e  Arrondissement;92062;Puteaux;413;75;92;T1;Paris;T4;La Defense
75107;Paris 7e  Arrondissement;93066;Saint-Denis;178;75;93;T1;Paris;T6;Plaine Commune
75107;Paris 7e  Arrondissement;93070;Saint-Ouen;168;75;93;T1;Paris;T6;Plaine Commune
75108;Paris 8e  Arrondissement;75101;Paris 1er Arrondissement;301;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75102;Paris 2e  Arrondissement;214;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75106;Paris 6e  Arrondissement;125;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75107;Paris 7e  Arrondissement;252;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75109;Paris 9e  Arrondissement;601;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75110;Paris 10e  Arrondissement;149;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75112;Paris 12e  Arrondissement;171;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75113;Paris 13e  Arrondissement;196;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75114;Paris 14e  Arrondissement;121;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75115;Paris 15e  Arrondissement;225;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75116;Paris 16e  Arrondissement;346;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75117;Paris 17e  Arrondissement;449;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75118;Paris 18e  Arrondissement;124;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;75119;Paris 19e  Arrondissement;101;75;75;T1;Paris;T1;Paris
75108;Paris 8e  Arrondissement;92012;Boulogne-Billancourt;272;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75108;Paris 8e  Arrondissement;92024;Clichy;103;75;92;T1;Paris;T5;Boucle Nord 92
75108;Paris 8e  Arrondissement;92026;Courbevoie;516;75;92;T1;Paris;T4;La Defense
75108;Paris 8e  Arrondissement;92040;Issy-les-Moulineaux;128;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75108;Paris 8e  Arrondissement;92044;Levallois-Perret;230;75;92;T1;Paris;T4;La Defense
75108;Paris 8e  Arrondissement;92050;Nanterre;142;75;92;T1;Paris;T4;La Defense
75108;Paris 8e  Arrondissement;92051;Neuilly-sur-Seine;299;75;92;T1;Paris;T4;La Defense
75108;Paris 8e  Arrondissement;92062;Puteaux;464;75;92;T1;Paris;T4;La Defense
75108;Paris 8e  Arrondissement;92063;Rueil-Malmaison;153;75;92;T1;Paris;T4;La Defense
75108;Paris 8e  Arrondissement;92073;Suresnes;117;75;92;T1;Paris;T4;La Defense
75108;Paris 8e  Arrondissement;93066;Saint-Denis;200;75;93;T1;Paris;T6;Plaine Commune
75108;Paris 8e  Arrondissement;93070;Saint-Ouen;103;75;93;T1;Paris;T6;Plaine Commune
75109;Paris 9e  Arrondissement;75101;Paris 1er Arrondissement;479;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75102;Paris 2e  Arrondissement;672;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75103;Paris 3e  Arrondissement;180;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75104;Paris 4e  Arrondissement;111;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75105;Paris 5e  Arrondissement;252;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75106;Paris 6e  Arrondissement;270;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75107;Paris 7e  Arrondissement;410;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75108;Paris 8e  Arrondissement;1692;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75110;Paris 10e  Arrondissement;551;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75111;Paris 11e  Arrondissement;325;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75112;Paris 12e  Arrondissement;393;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75113;Paris 13e  Arrondissement;479;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75114;Paris 14e  Arrondissement;270;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75115;Paris 15e  Arrondissement;641;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75116;Paris 16e  Arrondissement;539;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75117;Paris 17e  Arrondissement;506;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75118;Paris 18e  Arrondissement;392;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75119;Paris 19e  Arrondissement;259;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;75120;Paris 20e  Arrondissement;167;75;75;T1;Paris;T1;Paris
75109;Paris 9e  Arrondissement;92009;Bois-Colombes;104;75;92;T1;Paris;T5;Boucle Nord 92
75109;Paris 9e  Arrondissement;92012;Boulogne-Billancourt;577;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75109;Paris 9e  Arrondissement;92024;Clichy;271;75;92;T1;Paris;T5;Boucle Nord 92
75109;Paris 9e  Arrondissement;92025;Colombes;138;75;92;T1;Paris;T5;Boucle Nord 92
75109;Paris 9e  Arrondissement;92026;Courbevoie;821;75;92;T1;Paris;T4;La Defense
75109;Paris 9e  Arrondissement;92036;Gennevilliers;141;75;92;T1;Paris;T5;Boucle Nord 92
75109;Paris 9e  Arrondissement;92040;Issy-les-Moulineaux;333;75;92;T1;Paris;T3;Grand Paris Sud Ouest
75109;Paris 9e  Arrondissement;92044;Levallois-Perret;535;75;92;T1;Paris;T4;La Defense
75109;Paris 9e  Arrondissement;92049;Montrouge;127;75;92;T1;Paris;T2;Sud Hauts-de-Seine
75109;Paris 9e  Arrondissement;92050;Nanterre;360;75;92;T1;Paris;T4;La Defense
75109;Paris 9e  Arrondissement;92051;Neuilly-sur-Seine;370;75;92;T1;Paris;T4;La Defense
75109;Paris 9e  Arrondissement;92062;Puteaux;589;75;92;T1;Paris;T4;La Defense
75109;Paris 9e  Arrondissement;92063;Rueil-Malmaison;200;75;92;T1;Paris;T4;La Defense
75109;Paris 9e  Arrondissement;92073;Suresnes;140;75;92;T1;Paris;T4;La Defense
75109;Paris 9e  Arrondissement;93001;Aubervilliers;117;75;93;T1;Paris;T6;Plaine Commune
75109;Paris 9e  Arrondissement;93048;Montreuil;162;75;93;T1;Paris;T8;Est Ensemble
75109;Paris 9e  Arrondissement;93055;Pantin;128;75;93;T1;Paris;T8;Est Ensemble
75109;Paris 9e  Arrondissement;93066;Saint-Denis;409;75;93;T1;Paris;T6;Plaine Commune
75109;Paris 9e  Arrondissement;93070;Saint-Ouen;219;75;93;T1;Paris;T6;Plaine Commune
75109;Paris 9e  Arrondissement;94041;Ivry-sur-Seine;106;75;94;T1;Paris;T12;Val de Bievres - Seine Amond - Grand Orly
75110;Paris 10e  Arrondissement;75101;Paris 1er Arrondissement;768;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75102;Paris 2e  Arrondissement;830;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75103;Paris 3e  Arrondissement;511;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75104;Paris 4e  Arrondissement;425;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75105;Paris 5e  Arrondissement;462;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75106;Paris 6e  Arrondissement;446;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75107;Paris 7e  Arrondissement;755;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75108;Paris 8e  Arrondissement;1550;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75109;Paris 9e  Arrondissement;1340;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75111;Paris 11e  Arrondissement;752;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75112;Paris 12e  Arrondissement;705;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75113;Paris 13e  Arrondissement;840;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75114;Paris 14e  Arrondissement;502;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75115;Paris 15e  Arrondissement;929;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75116;Paris 16e  Arrondissement;676;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75117;Paris 17e  Arrondissement;561;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75118;Paris 18e  Arrondissement;672;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75119;Paris 19e  Arrondissement;812;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;75120;Paris 20e  Arrondissement;504;75;75;T1;Paris;T1;Paris
75110;Paris 10e  Arrondissement;92012;Boulogne-Billancourt;664;75;92;T1;Paris;T3;Grand Paris Sud Ouest
